x,y,z
-0.100592658336453,-0.12407935436479062,-0.11615894546551417
-0.10057645714752013,-0.12406811460725291,-0.11601752564537994
-0.1005601144811422,-0.12405677669814212,-0.11587487087175474
-0.10054362520348144,-0.12404533707580039,-0.11573093633148171
-0.100526983945999,-0.12403379201574335,-0.11558567516270432
-0.1005101850897162,-0.1240221376197412,-0.11543903831748155
-0.10049322274814924,-0.12401036980397936,-0.11529097441282662
-0.10047609074878001,-0.12399848428620384,-0.11514142956896524
-0.10045878261290755,-0.12398647657174273,-0.11499034723345987
-0.10044129153370579,-0.12397434193828372,-0.11483766798967625
-0.10042361035229053,-0.12396207541927012,-0.11468332934787245
-0.10040573153157287,-0.12394967178576154,-0.11452726551696606
-0.10038764712764656,-0.1239371255265834,-0.11436940715477492
-0.10036934875842243,-0.12392443082656682,-0.11420968109422792
-0.10035082756918322,-0.12391158154265182,-0.11404801004269378
-0.10033207419468577,-0.12389857117759537,-0.11388431225117208
-0.10031307871738376,-0.12388539285098785,-0.11371850114961997
-0.10029383062128068,-0.12387203926723804,-0.11355048494413635
-0.1002743187408492,-0.1238585026801355,-0.11338016617108006
-0.1002545312043656,-0.12384477485353797,-0.1132074412024371
-0.10023445537090511,-0.12383084701766132,-0.11303219969585444
-0.10021407776012202,-0.12381670982036372,-0.11285432398169239
-0.10019338397379343,-0.12380235327271562,-0.11267368837818137
-0.10017235860793187,-0.123787766688027,-0.11249015842425536
-0.10015098515406443,-0.1237729386133586,-0.11230359001781905
-0.1001292458880252,-0.12375785675237042,-0.11211382844501999
-0.10010712174430515,-0.12374250787815054,-0.11192070728345106
-0.10008459217363465,-0.12372687773441143,-0.11172404715899206
-0.10006163498102408,-0.12371095092312873,-0.111523654332069
-0.10003822614093436,-0.12369471077631371,-0.11131931908428219
-0.10001433958556652,-0.12367813920913688,-0.11111081387039076
-0.09998994696141063,-0.12366121655103093,-0.11089789119323296
-0.0999650173481331,-0.12364392135066574,-0.1106802811499002
-0.09993951693254673,-0.12362623014976133,-0.11045768858582894
-0.09991340862871605,-0.12360811721953172,-0.11022978977870798
-0.09988665163309093,-0.12358955425205384,-0.10999622855525003
-0.09985920090078383,-0.12357050999692892,-0.10975661171962718
-0.09983100652550156,-0.12355094983110325,-0.10951050364090928
-0.09980201300092491,-0.12353083524644187,-0.10925741980566274
-0.09977215833509387,-0.12351012323532339,-0.10899681908743855
-0.09974137298102978,-0.12348876554874699,-0.10872809441219716
-0.09970957853558304,-0.12346670779364347,-0.10845056140057842
-0.09967668614313004,-0.12344388832542177,-0.1081634444338076
-0.09964259451947123,-0.12342023687702625,-0.10786585940434543
-0.09960718748141095,-0.12339567284505458,-0.1075567921516446
-0.09957033082489959,-0.1233701031239338,-0.10723507121152216
-0.09953186833282718,-0.12334341933628208,-0.10689933296827783
-0.09949161660223735,-0.12331549424423004,-0.10654797650155864
-0.09944935824295087,-0.12328617703088911,-0.10617910421729468
-0.09940483278686665,-0.12325528699357664,-0.10579044249518824
-0.09935772431018837,-0.12322260495659597,-0.10537923364340317
-0.09930764422107474,-0.12318786132997471,-0.10494208565234539
-0.09925410673816917,-0.12315071909741811,-0.10447475814728928
-0.09919649296133436,-0.12311074888997602,-0.10397184876261442
-0.09913399646128626,-0.12306739123823782,-0.10342631819492344
-0.09906553757376045,-0.12301989711294369,-0.1028287420787137
-0.09898962178552176,-0.12296722967868173,-0.10216607484098537
-0.0989040914161953,-0.12290789202035779,-0.10141948213743278
-0.09880565579800335,-0.12283960120008917,-0.10056023980175091
-0.09868890770708807,-0.12275860589534235,-0.09954114829638933
-0.0985439488176353,-0.12265803903095134,-0.098275805354078
-0.09834924806399542,-0.12252296318729627,-0.09657626677861723
-0.09803944965026129,-0.12230803704388991,-0.09387204327195567
-0.09665162612446183,-0.12134521882111912,-0.08175776238740079
